jobs,interface,Num_intf_residues,Polar,Hydrophobhic,Charged,contact_pairs,sc,hb,sb,int_solv_en,int_area,pi_score,pdb,pvalue,iptm_ptm,iptm,mpDockQ/pDockQ,file_source,label,pred,model_1_multimer_v3_pred_0,model_2_multimer_v3_pred_0,model_3_multimer_v3_pred_0,model_4_multimer_v3_pred_0,model_5_multimer_v3_pred_0
C4KHH1_and_Q6P4I2,C_B,30.0,0.167,0.467,0.2,54.0,0.083,9.0,2.0,-13.14,994.97,-0.22,,,0.807253096489853,0.79167575,0.14857020300245,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.807253096489853,0.7394241638929719,0.4756492337338847,0.28621533218267614,0.2748816265695418
Q9UXB9_and_Q9P2D0,C_B,10.0,0.2,0.3,0.5,10.0,0.237,11.0,8.0,-3.01,684.11,-1.65,,,0.743813128370306,0.7623046,0.1023727112800775,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.743813128370306,0.3694437432441429,0.30812860721947316,0.2886599489062097,0.26919166825079144
Q6KZW2_and_Q16799,C_B,53.0,0.283,0.321,0.245,58.0,0.398,9.0,14.0,-5.54,2203.18,-0.21,,,0.6870598320283312,0.75894773,0.3357363506859716,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6870598320283312,0.6851576630151995,0.6619096439963454,0.4162151474684963,0.36828851682198777
Q9V081_and_Q5TCZ1,C_B,63.0,0.175,0.27,0.302,96.0,0.161,10.0,3.0,-8.5,1695.49,-1.19,,,0.6669624729438831,0.7434922,0.2289265369698951,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6669624729438831,0.32903543223258314,0.30777567593718286,0.27723492081027945,0.2282347608432549
Q58610_and_Q9NYF0,C_B,31.0,0.484,0.419,0.097,37.0,0.457,10.0,2.0,-13.42,1273.66,0.2,,,0.6294308803450499,0.72440684,0.1650834753429995,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6294308803450499,0.5191970598301953,0.46496104257125526,0.30433942878260944,0.2749254398924733
A3CTG9_and_Q96PM9,C_B,42.0,0.214,0.357,0.262,55.0,0.261,12.0,0.0,-3.33,1099.99,-1.2,,,0.6687665438740401,0.72048515,0.1357532110348241,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6687665438740401,0.31852041534285197,0.2119044143471135,0.20729632106919915,0.20661559356011533
A4YIZ6_and_Q9BYL1,C_B,12.0,0.083,0.5,0.333,7.0,0.582,4.0,0.0,-9.1,716.61,1.17,,,0.6760417822523315,0.7147256,0.3062344153751046,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6760417822523315,0.38255625559021755,0.1834033485476228,0.1708515614889748,0.14276727714843018
A4FWD2_and_Q92529,C_B,87.0,0.322,0.322,0.241,158.0,0.17,28.0,6.0,-20.38,2241.71,0.87,,,0.6709641452502422,0.7135775,0.4431687703819592,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6709641452502422,0.3651507774752714,0.314025050000137,0.2834973450884742,0.21868203055859023
A4G0D4_and_Q15031,C_B,17.0,0.235,0.118,0.353,12.0,0.491,4.0,5.0,-0.88,684.81,-0.71,,,0.7250890751269241,0.70167434,0.1670346447626656,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.7250890751269241,0.6999660513255037,0.33801157907039225,0.3356852848750872,0.3100760845312137
C3MZB8_and_B2RXH2,C_B,56.0,0.214,0.375,0.196,94.0,0.238,12.0,0.0,-11.29,1246.63,-0.51,,,0.6848952987470256,0.6865674,0.0897358231804278,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6848952987470256,0.2477591202616629,0.23610115582790134,0.23276422051164816,0.22395921923152934
B1Y9W1_and_Q9HBU1,C_B,11.0,0.455,0.182,0.091,10.0,0.505,3.0,2.0,-1.0,452.71,-1.15,,,0.641811036229765,0.685218,0.0970094934536863,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.641811036229765,0.5684991095330929,0.5678690124014866,0.26982646386569137,0.15960173113665524
Q60269_and_P12319,C_B,6.0,0.5,0.167,0.333,6.0,0.658,6.0,1.0,-2.4,601.58,1.15,,,0.6954918434621576,0.68225294,0.1090244314934321,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6954918434621576,0.4037360383821517,0.27404855909535053,0.27211870544058864,0.26481453812991906
A7IAG1_and_P0DOY2,C_B,24.0,0.25,0.292,0.25,26.0,0.521,4.0,1.0,-7.27,718.5,0.02,,,0.6780257292818685,0.67901266,0.3037380249840458,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6780257292818685,0.38701880689832835,0.2641265867632726,0.26057765680010375,0.2481377544054954
Q0W1L8_and_P40238,C_B,7.0,0.143,0.714,0.143,5.0,0.647,0.0,4.0,-6.37,483.99,0.25,,,0.6558783530911096,0.671885,0.09662018462488,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6558783530911096,0.6354025913474478,0.5991194619518575,0.5369050997598702,0.4246493486725533
A1RZ22_and_Q96S59,C_B,17.0,0.294,0.294,0.353,15.0,0.426,7.0,7.0,-3.99,650.63,-0.91,,,0.6471628217438106,0.6678987,0.1645588461810167,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6471628217438106,0.591815859562044,0.5029041167404125,0.4974843643674552,0.32516502361808297
Q4JCM9_and_Q86UG4,C_B,32.0,0.25,0.469,0.156,38.0,0.372,7.0,0.0,-9.18,1044.46,-1.13,,,0.644750463625071,0.6487296,0.0923820564300616,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.644750463625071,0.25730311966011665,0.24844127334724747,0.24517465944844202,0.2344110085311426
Q9HJM5_and_P26842,C_B,90.0,0.256,0.289,0.289,107.0,0.23,16.0,9.0,-18.2,2735.34,-0.09,,,0.6575480414758489,0.64727867,0.4365524842688543,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6575480414758489,0.6484696374395825,0.3634036884046503,0.3131414795002277,0.26562719973815424
Q57690_and_Q16778,C_B,16.0,0.313,0.438,0.063,15.0,0.535,6.0,0.0,-6.78,729.62,0.1,,,0.6669220047075866,0.6414212,0.2255422266515593,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6669220047075866,0.29398508034588255,0.2766507092950076,0.25664867202908015,0.2538312784042348
Q60368_and_O00625,C_B,20.0,0.3,0.25,0.2,22.0,0.442,4.0,0.0,-3.13,745.56,-1.39,,,0.6852899392043482,0.6408502,0.1721191875214177,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6852899392043482,0.5571847083454409,0.45831427693931315,0.4246017185876826,0.4126326560366516
B6YXA5_and_A0A0J9YWP8,C_B,10.0,0.3,0.7,0.0,10.0,0.723,7.0,0.0,-6.54,510.12,1.53,,,0.6669570689265849,0.63238716,0.1700869636858361,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6669570689265849,0.6099803999060931,0.5455878722558802,0.534002403053218,0.5179526934604347
O27130_and_Q96JA3,C_B,29.0,0.172,0.31,0.276,41.0,0.172,10.0,1.0,-8.34,1166.65,-1.41,,,0.5816084583673752,0.6286918,0.0895661135569602,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5816084583673752,0.24599960325984727,0.2147881815355071,0.2111289010920882,0.1838471603446576
P82736_and_Q8N196,C_B,17.0,0.353,0.235,0.412,19.0,0.367,9.0,7.0,-4.91,1105.39,-1.26,,,0.5630265465049812,0.6043677,0.1431829503484791,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5630265465049812,0.35713110958401684,0.3256710534677085,0.30727392689885,0.29345049655151867
Q8PTR5_and_Q06710,C_B,77.0,0.273,0.351,0.143,123.0,0.298,22.0,0.0,-24.67,2433.83,0.4,,,0.5661528577092496,0.6002062,0.3133444267705964,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5661528577092496,0.46399239758305877,0.4430480400970022,0.3500760647596557,0.31850705829464415
Q978Z5_and_P24071,C_B,14.0,0.357,0.214,0.286,11.0,0.578,2.0,0.0,-4.2,593.99,0.25,,,0.621910661999974,0.5965474,0.167906534360303,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.621910661999974,0.6184199971065678,0.5627973747499383,0.30028027939606194,0.29073236248267303
O28739_and_Q9NR11,C_B,39.0,0.282,0.462,0.205,39.0,0.37,9.0,1.0,-32.7,1898.77,0.7,,,0.5655075925927742,0.59619135,0.2076691534802737,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5655075925927742,0.5279668944605208,0.4573810584457475,0.40808632732041195,0.2699346804872079
Q8ZYF5_and_O43559,C_B,65.0,0.215,0.338,0.2,103.0,0.326,15.0,6.0,-17.36,1648.87,0.14,,,0.5617121925288152,0.5938438,0.248107429173746,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5617121925288152,0.20910188715933237,0.19778337757781556,0.18234500753263022,0.17661644337564536
P81227_and_O60423,C_B,25.0,0.36,0.28,0.2,21.0,0.284,4.0,0.0,-18.71,1194.64,-1.19,,,0.6188179469060883,0.59204566,0.0603891672296358,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6188179469060883,0.5292401870318674,0.4910389866015426,0.45768449951655904,0.3825931679137853
Q8TUI2_and_Q9H741,C_B,29.0,0.379,0.31,0.207,24.0,0.333,6.0,8.0,-5.07,1250.13,-1.58,,,0.6160361841038307,0.590289,0.3029144316794566,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6160361841038307,0.2280572792012816,0.2107945773925468,0.2072650233568384,0.19757931435932452
Q58652_and_Q8TBZ0,C_B,33.0,0.182,0.515,0.212,28.0,0.345,9.0,14.0,-26.59,2209.24,1.2,,,0.5584443351670106,0.5861404,0.1557116190179897,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5584443351670106,0.290593248282046,0.28159585136374277,0.26727662473463565,0.2652555300006164
A0RU76_and_P62942,C_B,22.0,0.182,0.318,0.364,22.0,0.419,6.0,1.0,-1.77,810.73,-1.42,,,0.6108521795619571,0.58175945,0.210410622800474,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.6108521795619571,0.3528942264257449,0.3494189879069074,0.34015656029347563,0.29707799202487406
C3MVX8_and_P0C874,C_B,32.0,0.188,0.438,0.313,31.0,0.251,11.0,11.0,-19.85,2035.69,0.13,,,0.5207471034472196,0.5736933,0.1076926499237626,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5207471034472196,0.5120035827800878,0.465956596160604,0.4591726622985002,0.43085879977825337
O28440_and_A6NNA2,C_B,9.0,0.0,0.333,0.556,7.0,0.371,2.0,3.0,0.59,533.25,-0.68,,,0.536139629712329,0.57222575,0.0532562890840246,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.536139629712329,0.23803930746356222,0.21656063110049423,0.21270501213901383,0.2097626996042623
Q8PY36_and_Q9H4Q3,C_B,109.0,0.248,0.404,0.156,197.0,0.061,23.0,2.0,-23.75,2832.27,1.01,,,0.5293746787736581,0.56848496,0.3575211177255488,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5293746787736581,0.5106066651266777,0.40400410121843044,0.29702741372045843,0.296371004418314
Q2NF87_and_Q9H825,C_B,26.0,0.192,0.308,0.385,26.0,0.283,4.0,4.0,-8.62,1000.88,-1.31,,,0.5918667118164113,0.5671786,0.1809566249965728,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5918667118164113,0.5530370424277424,0.5005434566029989,0.42265358595149105,0.2710274513880814
A9A9Q1_and_Q07912,C_B,26.0,0.346,0.154,0.308,32.0,0.116,7.0,1.0,-0.36,906.35,-1.54,,,0.5289881531476024,0.5662793,0.1225315313359178,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5289881531476024,0.217286264091423,0.21258062436516498,0.20903701548075182,0.19660190017167456
A3CX23_and_Q8NGY9,C_B,27.0,0.222,0.333,0.185,26.0,0.507,3.0,2.0,-11.69,1019.95,0.25,,,0.6117931028793944,0.5655099,0.2859369380759353,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.6117931028793944,0.5718320936576293,0.5157336191207643,0.5134057930356951,0.4705396038315805
C3MJ10_and_O94842,C_B,25.0,0.28,0.52,0.12,29.0,0.48,8.0,3.0,-14.72,1424.65,0.35,,,0.5240707240656188,0.56301236,0.3071637944402805,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5240707240656188,0.47134730603003505,0.4658427376854386,0.41893576603507326,0.38776170690366524
Q57834_and_Q9UJF2,C_B,10.0,0.2,0.2,0.5,10.0,0.455,1.0,7.0,1.31,618.28,-1.32,,,0.5528849310232608,0.562889,0.1238604214967658,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5528849310232608,0.3437415480669317,0.3073253175414056,0.28265219079518816,0.21013013185868085
Q5JH13_and_P49755,C_B,19.0,0.211,0.526,0.211,17.0,0.43,3.0,2.0,-7.19,702.69,-1.31,,,0.5690045120308616,0.561198,0.2397645276810558,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5690045120308616,0.38844574240860286,0.22261810281751038,0.20509291005682895,0.17919409064639497
Q51798_and_Q9H0K4,C_B,5.0,0.0,0.2,0.0,3.0,0.272,1.0,0.0,-7.18,721.51,0.11,,,0.5495039564045285,0.5507769,0.060628182551802,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5495039564045285,0.23677995254285672,0.22276265646246116,0.2186507917674742,0.21387997836970646
Q58955_and_P20264,C_B,5.0,0.4,0.4,0.0,3.0,0.259,1.0,0.0,-2.71,285.38,-2.25,,,0.5381623275045198,0.54587555,0.0311843437186747,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5381623275045198,0.24843475912209448,0.22006901206163404,0.2056513684167217,0.19981158967143522
P21112_and_Q86UP6,C_B,54.0,0.259,0.333,0.315,80.0,0.258,20.0,9.0,-3.5,1678.26,-0.32,,,0.5472577762717429,0.54470044,0.4550126071958444,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5472577762717429,0.3729522247009962,0.2344881740533685,0.2281539301728196,0.18846413410012625
C3MPG2_and_Q9UH77,C_B,37.0,0.297,0.378,0.216,46.0,0.105,5.0,5.0,-11.27,1149.98,-1.12,,,0.5441934900216702,0.54315734,0.1819078564311474,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5441934900216702,0.34314916319575517,0.3353945744151494,0.3124984543006698,0.29636361390237465
C3NHQ2_and_Q7Z698,C_B,31.0,0.387,0.258,0.226,31.0,0.357,11.0,6.0,0.0,1540.69,-1.24,,,0.5451466651847157,0.54281235,0.155805943362593,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5451466651847157,0.4746819687750535,0.29094546252908304,0.287442328188319,0.263841888176098
Q8PWT6_and_Q9BSF4,C_B,20.0,0.35,0.3,0.25,20.0,0.469,4.0,5.0,-4.36,990.56,-1.16,,,0.5391928895806266,0.5422039,0.1499558676964854,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5391928895806266,0.4624405798501588,0.4308794279511883,0.24784010118335217,0.20042258233904614
P54022_and_Q9ULC3,C_B,6.0,0.333,0.333,0.333,4.0,0.562,1.0,1.0,-1.01,477.78,-0.35,,,0.5572843723171679,0.53759074,0.0656467322929747,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5572843723171679,0.26937562422580463,0.22853667654601875,0.22458215851738178,0.18807380392910206
Q9YAQ8_and_Q9NYW4,C_B,37.0,0.351,0.243,0.135,52.0,0.216,7.0,0.0,-9.4,861.43,-1.76,,,0.5611311364649431,0.5371469,0.2282027045542071,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5611311364649431,0.29238456828843,0.2884461614605801,0.2635806182257533,0.21250110205852935
Q9P999_and_A0A1W2PQL4,C_B,34.0,0.265,0.441,0.118,49.0,0.432,19.0,9.0,-17.55,1306.74,1.64,,,0.5724072281275057,0.53615534,0.1122880798067364,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5724072281275057,0.35774590939558704,0.319641823238142,0.31902748271497694,0.31814942605167246
Q58755_and_A6NEN9,C_B,23.0,0.304,0.522,0.13,22.0,0.519,5.0,1.0,-11.56,732.46,0.32,,,0.5516642158317828,0.53299916,0.1850970303435868,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5516642158317828,0.4781950387295351,0.3849145025873558,0.3661455766357865,0.29136966057276903
Q9HR45_and_Q6RSH7,C_B,39.0,0.256,0.256,0.333,58.0,0.212,6.0,9.0,-13.83,1469.3,-0.98,,,0.5141712561293719,0.52694786,0.0938461284881481,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5141712561293719,0.44618717079718373,0.20154699603428106,0.17914974068726192,0.15189385779173215
A2SPL2_and_Q9BW61,C_B,14.0,0.286,0.429,0.214,20.0,0.537,8.0,1.0,-4.16,464.4,0.19,,,0.5346713955282294,0.52572024,0.1292926009766004,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5346713955282294,0.1673754681462017,0.16458952546489622,0.1585338722805023,0.14931736293192008
Q2NEH8_and_Q6B9Z1,C_B,29.0,0.172,0.517,0.103,26.0,0.436,8.0,0.0,-19.59,1094.94,0.37,,,0.5726185489041438,0.5224589,0.2950500578524838,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5726185489041438,0.3453555836175177,0.3198538612920967,0.2622325938247747,0.24758742509698078
Q58206_and_Q8IZ96,C_B,8.0,0.0,0.375,0.375,5.0,0.589,3.0,5.0,-4.36,504.96,0.75,,,0.5527501639203476,0.5221071,0.0679432866400795,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5527501639203476,0.3114581194869963,0.24701009376766941,0.22898718957303282,0.22095848870643015
B6YSM2_and_Q96IW7,C_B,50.0,0.22,0.34,0.3,64.0,0.304,18.0,5.0,-12.34,1947.48,-0.83,,,0.5168113431696623,0.5153371,0.2007727596833581,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5168113431696623,0.2894454108392153,0.18510652712732764,0.1743623515640884,0.17193992267415054
C3NH82_and_Q9C0D7,C_B,35.0,0.257,0.343,0.314,63.0,0.211,20.0,2.0,-9.17,1347.0,-0.61,,,0.4670555159916935,0.51341677,0.1493310427755806,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.4670555159916935,0.3725639197650371,0.35169255938885385,0.24039742004826675,0.20990901843024629
Q9YDG2_and_P30519,C_B,10.0,0.0,0.5,0.4,7.0,0.435,2.0,3.0,-0.72,434.56,-0.66,,,0.5371215440743603,0.5132995,0.0909191112543936,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5371215440743603,0.38021157145541806,0.36868455072614037,0.30950471191448914,0.24418017001905618
Q8U0B9_and_Q8WX94,C_B,23.0,0.304,0.304,0.348,18.0,0.349,11.0,13.0,-6.9,1527.36,-0.6,,,0.5445315211374349,0.51242465,0.1090340264023281,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5445315211374349,0.38891559708878337,0.33991074002383626,0.3331930359228086,0.3049429656848439
Q58423_and_Q15116,C_B,21.0,0.429,0.286,0.238,18.0,0.561,4.0,3.0,-4.4,781.39,0.14,,,0.5037639944269106,0.50922465,0.2698602872525523,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.5037639944269106,0.20418398862534934,0.20050308347190005,0.19229435550479698,0.16062070881696308
P61997_and_P35227,C_B,59.0,0.237,0.356,0.305,104.0,0.087,13.0,4.0,-14.66,1508.26,0.15,,,0.4745786472028501,0.5018448,0.156492331028018,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.47457864720285015,0.40912028027712366,0.3543596991971795,0.25743172824170574,0.2265210500961788
Q3IUE5_and_P20231,C_B,34.0,0.294,0.206,0.176,44.0,0.219,9.0,0.0,-7.56,980.08,-1.49,,,0.5559511490223839,0.49706215,0.1538079798062532,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5559511490223839,0.2975233573678455,0.27328190673755226,0.2653865333410258,0.26204504445010635
Q8TXN4_and_Q9UFG5,C_B,13.0,0.0,0.462,0.231,16.0,0.294,7.0,8.0,-6.26,1030.99,-1.17,,,0.5422153290429627,0.49308512,0.0778275246211318,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5422153290429627,0.33383184455244275,0.31596232867717067,0.2834648602419588,0.2812153099111374
Q9V1I4_and_Q9Y234,C_B,25.0,0.04,0.32,0.4,22.0,0.214,7.0,5.0,-2.88,1168.97,-1.81,,,0.5325919831888074,0.4905888,0.1901553989516473,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5325919831888074,0.4841253381674409,0.31522566894749515,0.3054996024483327,0.2477580058491171
Q97ZY8_and_Q76I76,C_B,17.0,0.176,0.647,0.176,10.0,0.37,5.0,12.0,-12.69,1237.7,0.06,,,0.4546066616470087,0.48501363,0.1433813186358533,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.4546066616470087,0.3403302486833333,0.3153999010061125,0.25519643770482725,0.24929935492223165
O26823_and_Q6ZVF9,C_B,76.0,0.316,0.408,0.132,123.0,0.375,17.0,2.0,-33.36,2612.39,0.74,,,0.4518826703555952,0.47858736,0.20714001993541,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.45188267035559526,0.40182661040683354,0.31350516047578564,0.26283365231547196,0.2568624618752783
C3NHF1_and_Q9P267,C_B,20.0,0.35,0.35,0.2,31.0,0.287,8.0,1.0,-8.17,989.81,-1.89,,,0.4389243446850912,0.47851527,0.1000871689317544,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.4389243446850912,0.34811538311537304,0.3432460310396433,0.2964486407810978,0.23246998645662298
O58489_and_Q9UHG0,C_B,13.0,0.077,0.308,0.385,11.0,0.601,4.0,11.0,-0.45,719.77,0.17,,,0.4887520403877764,0.47631475,0.1670860521088321,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.4887520403877764,0.3577704515601032,0.3228607618776278,0.2747320697163821,0.20402395447048988
O58720_and_Q15326,C_B,7.0,0.143,0.143,0.286,7.0,0.406,5.0,8.0,0.94,533.39,-1.22,,,0.4911335932117512,0.47575954,0.0927108776349821,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.4911335932117512,0.425844008818966,0.32225278621304126,0.2609226056634696,0.2466153831248581
C3N8Y9_and_P02671,C_B,31.0,0.323,0.161,0.323,39.0,0.353,14.0,8.0,5.4,1440.55,-1.05,,,0.4570456006856919,0.46645933,0.257143192951672,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.45704560068569194,0.395753966580876,0.376906535541505,0.37597360422152915,0.35755192822433807
O26534_and_P61573,C_B,7.0,0.143,0.429,0.0,5.0,0.627,2.0,1.0,-1.33,335.37,-0.22,,,0.5025163615867722,0.46599394,0.0447646247398735,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.5025163615867722,0.39312965918219006,0.31825449220289065,0.2639128233651681,0.26039824582849197
Q9HLV3_and_O75385,C_B,151.0,0.225,0.437,0.225,235.0,0.076,25.0,4.0,-28.86,3445.24,0.92,,,0.4439502370279249,0.4656113,0.592932876340215,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.44395023702792497,0.3290687089805141,0.2694412418919667,0.24050510579409662,0.22775863090758247
Q8TS72_and_Q9HBE5,C_B,59.0,0.288,0.305,0.254,58.0,0.276,14.0,7.0,-28.25,2477.11,0.02,,,0.4880980802121674,0.4632405,0.3864923710253322,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.4880980802121674,0.4688047421325213,0.379466462507492,0.3674941774913638,0.2824326710872415
Q6L1N5_and_Q13247,C_B,12.0,0.417,0.083,0.333,9.0,0.269,8.0,8.0,11.77,1228.05,-0.89,,,0.513328939398952,0.462879,0.1210566504571691,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.513328939398952,0.5004780977750465,0.3176880272066063,0.29766988979407943,0.29617730143134685
O29652_and_Q86X52,C_B,32.0,0.281,0.406,0.219,48.0,0.187,8.0,3.0,-17.12,1341.38,-0.89,,,0.4938376918849446,0.46136248,0.1268852807855194,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.49383769188494464,0.4391476376793336,0.40019094595204696,0.3974821384594008,0.3892898011166246
C3MJ49_and_Q6Y7W6,C_B,19.0,0.105,0.368,0.421,31.0,0.015,5.0,4.0,1.87,593.89,-0.86,,,0.4279211255974613,0.4577487,0.0760443377051866,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,0.0,0.4279211255974613,0.28421839508580904,0.24490519357009197,0.2155288040157507,0.197722574886967
Q5V2X7_and_P01236,C_B,25.0,0.24,0.44,0.24,24.0,0.488,8.0,7.0,-8.59,1079.64,0.67,,,0.4956060595066363,0.45675594,0.2480378207520629,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.4956060595066363,0.24846665287668385,0.24103548240755307,0.23610856236479077,0.21033063469204577
Q46FL1_and_Q6P1N0,C_B,46.0,0.109,0.37,0.283,79.0,0.352,9.0,0.0,-11.93,870.92,0.28,,,0.4287318979678751,0.45510882,0.2882661096439473,/n/holyscratch01/ramanathan_lab/yuting/outputs/6000_tn_3to4,0.0,1.0,0.42873189796787514,0.359148665921433,0.3135472268608365,0.30456098824023947,0.2721381663045417
